#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
9100,20847.353538345167,70149.0884540854,90996.44199243057,300.44677358664444
9200,20582.876975845167,70472.52228428354,91055.3992601287,301.8320325100787
9300,20457.251975845167,70486.51280105533,90943.7647769005,301.89195353995274
9400,20260.173850845167,70346.36356022488,90606.53741107005,301.2916978822376
9500,20282.337913345167,70312.67971796496,90595.01763131013,301.14743083683436
9600,20411.462913345167,70191.90077466983,90603.363688015,300.63013767408756
9700,20157.767600845167,70500.1379547678,90657.90555561296,301.95030972907426
9800,20016.759788345167,70480.78618594306,90497.54597428822,301.8674265921053
9900,19466.392600845167,71041.74556077737,90508.13816162254,304.27000142231805
10000,20341.384788345167,70107.51739407051,90448.90218241568,300.2687257868612
10100,20239.111350845167,70227.8808562113,90466.99220705646,300.7842394543208
10200,20566.041038345167,69819.66748916206,90385.70852750723,299.03587191644243
10300,19877.212913345167,70267.46170870261,90144.67462204778,300.9537632455616
10400,19839.978538345167,70187.59318518452,90027.57172352969,300.61168837714985
10500,19772.392600845167,70286.19873486692,90058.59133571209,301.03401345524696
10600,19991.087913345167,69844.4798732968,89835.56778664197,299.1421427308259
10700,20096.166038345167,69698.86027812352,89795.02631646869,298.5184576836647
10800,19721.978538345167,70268.81289067725,89990.79142902241,300.95955032382244
10900,20495.337913345167,69521.8730135184,90017.21092686357,297.76042570080665
11000,20323.447288345167,69734.74808930513,90058.19537765029,298.67216427227777
11100,20068.900413345167,69992.89521737304,90061.7956307182,299.77780189990614
11200,19582.322288345167,70435.93863435718,90018.26092270235,301.67534566170156
11300,19976.392600845167,70218.13051668764,90194.52311753281,300.7424789964757
11400,19758.767600845167,70361.41212757118,90120.17972841635,301.35615051599143
11500,20235.955100845167,69838.49458852259,90074.44968936776,299.1165079073515
11600,20245.798850845167,70262.80637155473,90508.6052223999,300.9338245541707
11700,19713.947288345167,70868.25561506441,90582.20290340958,303.52694836791807
11800,20323.830100845167,70141.51192382211,90465.34202466728,300.4143234989419
11900,20070.712913345167,70504.37057885528,90575.08349220044,301.96843795110703
12000,20282.517600845167,70374.49897315493,90657.0165740001,301.41220114499765
12100,19534.048850845167,70835.33632268524,90369.3851735304,303.3859558703384
12200,20264.541038345167,69999.618543386,90264.15958173116,299.80659773535996
12300,20075.048850845167,69836.4824262904,89911.53127713557,299.1078898673468
12400,19747.291038345167,70348.40883551864,90095.6998738638,301.30045774464844
12500,19961.306663345167,70055.08997585066,90016.39663919582,300.0441804791635
12600,19857.025413345167,70291.4720737501,90148.49748709527,301.05659903245686
12700,20264.634788345167,69973.0558758569,90237.69066420206,299.692830501418
12800,19558.962913345167,70436.34908919828,89995.31200254345,301.6771036294162
12900,20092.837913345167,69566.5153172114,89659.35323055656,297.9516275596706
13000,19557.134788345167,70285.87580306588,89843.01059141105,301.0326303465018
13100,19903.392600845167,69942.82159371738,89846.21419456255,299.56333783486014
13200,19898.259788345167,70138.6195906396,90036.87937898477,300.4019357089938
13300,20020.712913345167,69530.41274923272,89551.12566257789,297.79700117312126
13400,19778.916038345167,69715.14295088267,89494.05898922784,298.588195959723
13500,19851.447288345167,69646.84514374612,89498.29243209129,298.2956781772482
13600,19984.236350845167,69890.79327703081,89875.02962787598,299.34050186894655
13700,20516.439475845167,69379.99532465328,89896.43480049845,297.1527671438269
13800,19963.869163345167,70242.55125300726,90206.42041635243,300.84707239316174
13900,20290.322288345167,69451.41646057181,89741.73874891698,297.4586620645664
14000,19920.087913345167,69891.62929178774,89811.71720513291,299.3440824990292
14100,19466.205100845167,70220.76076188055,89686.96586272572,300.75374427018585
14200,19560.181663345167,70063.54144768068,89623.72311102584,300.08037791949164
14300,19686.900413345167,70339.36771033239,90026.26812367755,301.2617348338927
14400,19928.455100845167,69851.44868700532,89779.90378785049,299.17198998387784
14500,20213.166038345167,69587.78130967543,89800.94734802059,298.0427092681253
14600,20533.650413345167,69258.23497623182,89791.88538957699,296.63127064771834
14700,20538.494163345167,69611.81093460415,90150.30509794931,298.1456275446052
14800,20172.712913345167,69953.20312359801,90125.91603694318,299.6078016650576
14900,20383.330100845167,70063.35935557191,90446.68945641708,300.0795980235902
15000,20667.822288345167,69954.42792119738,90622.25020954254,299.61304744223213
15100,20460.564475845167,70284.11561082769,90744.68008667286,301.0250914876155
15200,20118.337913345167,70264.59393628617,90382.93184963134,300.94148064875407
15300,20280.072288345167,70292.72762195859,90572.79991030376,301.0619765137133
15400,20308.369163345167,70103.43216662109,90411.80132996626,300.25122886090537
15500,19917.470725845167,70417.85406901338,90335.32479485855,301.5978899252266
15600,20066.876975845167,70249.68639522418,90316.56337106935,300.877632027013
15700,19731.447288345167,70444.89337621434,90176.34066455951,301.7136985948412
15800,20468.736350845167,70199.22515786137,90667.96150870653,300.661507822252
15900,20609.205100845167,70197.10687985038,90806.31198069555,300.65243529104765
16000,20006.572288345167,70970.93038150389,90977.50266984905,303.9667017985802
16100,19692.853538345167,71159.58104708395,90852.43458542912,304.77468783314714
16200,20269.916038345167,70382.26924287807,90652.18528122324,301.445481013912
16300,21042.009788345167,70028.54854586217,91070.55833420734,299.93050420507143
16400,21613.439475845167,69550.28016514098,91163.71964098615,297.8820928135215
16500,20539.041038345167,70744.67085399432,91283.71189233949,302.9976379585279
16600,20151.548850845167,71013.70530973608,91165.25416058124,304.1499057355233
16700,20315.275413345167,70474.28502884321,90789.56044218838,301.83958230049336
16800,20068.134788345167,70815.70797805674,90883.84276640191,303.3018881661895
16900,20651.869163345167,70305.26382377511,90957.13298712028,301.1156687493761
17000,20439.744163345167,70660.82696090685,91100.57112425202,302.638536682685
17100,20907.431663345167,70246.88331494953,91154.3149782947,300.8656265050143
17200,21142.392600845167,70031.37563271902,91173.76823356419,299.9426125466552
17300,20987.822288345167,69982.69487517094,90970.51716351611,299.73411409195825
17400,20249.369163345167,70572.59885041555,90821.96801376072,302.26065791446547
17500,20772.259788345167,70127.98229190987,90900.24208025503,300.3563764272774
17600,20196.759788345167,70622.94488044921,90819.70466879438,302.4762886891463
17700,20661.494163345167,70201.66333148698,90863.15749483215,300.671950458292
17800,20005.634788345167,70657.66513052024,90663.2999188654,302.62499464302033
17900,20495.431663345167,70194.81247621821,90690.24413956338,300.64260841825734
18000,20207.556663345167,70210.46344502596,90418.02010837113,300.70964112225136
18100,20348.017600845167,70024.56035136501,90372.57795221018,299.91342286879876
18200,19989.033225845167,70428.64611272281,90417.67933856798,301.64411197578147
18300,20474.306663345167,69900.07706054696,90374.38372389213,299.38026407919864
18400,20663.322288345167,69595.91572895763,90259.23801730279,298.0775487804012
18500,19945.923850845167,70076.91071597813,90022.8345668233,300.1376381578454
18600,20048.962913345167,70131.5773938552,90180.54030720037,300.3717741580818
18700,19874.900413345167,69821.03161070263,89695.9320240478,299.0417144145372
18800,19996.025413345167,69603.64237783191,89599.66779117708,298.11064182232195
18900,20211.291038345167,69597.0941288448,89808.38516718996,298.08259583734656
19000,19661.025413345167,70087.46694127482,89748.49235461999,300.1828502040963
19100,20228.244163345167,69618.85369756026,89847.09786090543,298.1757915204163
19200,20107.361350845167,69359.55578004336,89466.91713088853,297.0652250906518
19300,20070.892600845167,69336.76102103118,89407.65362187635,296.9675957136945
19400,19890.033225845167,69588.16547376616,89478.19869961133,298.0443546332203
19500,20056.384788345167,69490.55445693899,89546.93924528416,297.626289114216
19600,19614.994163345167,69556.81096948683,89171.805132832,297.9100640835391
19700,19758.009788345167,69705.80565916933,89463.8154475145,298.5482045752142
19800,19691.994163345167,69662.30825952394,89354.3024228691,298.361906311461
19900,19835.283225845167,69746.36210574396,89581.64533158913,298.7219068112662
20000,19942.947288345167,69390.84246007516,89333.78974842033,297.19922515079435
20100,19160.603538345167,70165.68558904319,89326.28912738836,300.5178586963549
20200,20331.837913345167,69218.90902306931,89550.74693641448,296.46283858386295
20300,19956.181663345167,69939.8941138871,89896.07577723227,299.55079951270756
20400,20311.744163345167,69530.9515448832,89842.69570822836,297.79930882127996
20500,19885.666038345167,70182.39713704336,90068.06317538852,300.58943383423536
20600,20091.150413345167,69780.98124565533,89872.1316590005,298.870179712881
20700,19841.283225845167,69819.54794462677,89660.83117047194,299.03535991021795
20800,20033.494163345167,69506.42185714887,89539.91602049404,297.6942487884374
20900,19687.431663345167,69899.35207098164,89586.7837343268,299.37715896720664
21000,20057.884788345167,69703.46340333391,89761.34819167908,298.5381727526464
21100,20048.720725845167,70021.04658477567,90069.76731062084,299.89837349526914
21200,20092.345725845167,70069.79176772424,90162.1374935694,300.10714788232866
21300,20443.494163345167,69894.67282853159,90338.16699187676,299.35711789001056
21400,20190.814475845167,70140.63644085708,90331.45091670225,300.4105738275211
21500,20316.814475845167,70113.25643196702,90430.07090781219,300.2933059411796
21600,20584.228538345167,70179.06674753642,90763.29528588158,300.57516986011683
21700,20252.697288345167,70293.26902161376,90545.96630995892,301.0642953147584
21800,20587.056663345167,69760.56346443016,90347.62012777533,298.7827308717329
21900,20230.353538345167,70058.26782892272,90288.62136726789,300.0577911435852
22000,20090.056663345167,70072.73017095728,90162.78683430245,300.1197329891394
22100,20282.337913345167,70018.54229666851,90300.88021001368,299.8876476925751
22200,20708.470725845167,69830.02047973266,90538.49120557783,299.080213513496
22300,20452.509788345167,70282.54251109867,90735.05229944384,301.0183539412192
22400,20359.705100845167,70360.33284058375,90720.03794142892,301.3515279570916
22500,20525.986350845167,70378.20296217361,90904.18931301878,301.4280652363862
22600,20648.947288345167,70423.69499584008,91072.64228418525,301.6229064672588
22700,20412.869163345167,70725.84453943046,91138.71370277563,302.917005328883
22800,20535.720725845167,70723.26581328223,91258.98653912739,302.9059607099397
22900,20563.978538345167,70650.37796558603,91214.3565039312,302.59378389971164
23000,21578.103538345167,69715.33379777963,91293.4373361248,298.5890133521611
23100,20817.025413345167,70394.92761548003,91211.9530288252,301.49969650396224
23200,20545.853538345167,70651.40273339022,91197.25627173539,302.5981729543271
23300,20620.158225845167,70368.76120553561,90988.91943138078,301.38762643124437
23400,20952.955100845167,70346.38942200737,91299.34452285254,301.2918086475986
23500,21027.744163345167,70393.53964212118,91421.28380546634,301.49375184913237
23600,21211.658225845167,70065.97867838386,91277.63690422903,300.09081651701865
23700,21153.572288345167,70228.2563501927,91381.82863853787,300.78584768555663
23800,20295.220725845167,70742.58618549048,91037.80691133565,302.98870937599344
23900,20645.197288345167,70759.53444183897,91404.73173018414,303.0612983297495
24000,20224.244163345167,71338.40673667588,91562.65090002105,305.5405937437773
24100,21082.494163345167,70729.14607413416,91811.64023747933,302.93114571860826
24200,21186.806663345167,70718.20533822663,91905.0120015718,302.88428682312554
24300,21089.267600845167,70436.98724576534,91526.2548466105,301.67983683787037
24400,20615.533225845167,70846.4150609728,91461.94828681796,303.43340582652837
24500,20286.259788345167,71199.12574383197,91485.38553217714,304.94405677025287
24600,21245.212913345167,70294.1260997334,91539.33901307857,301.06796615869143
24700,21241.291038345167,70161.61806191038,91402.90910025555,300.500437580408
24800,20750.541038345167,70484.47074769554,91235.0117860407,301.8832074770036
24900,20966.408225845167,70232.07441391802,91198.48263976318,300.80220035603173
25000,21010.626975845167,69914.77975206263,90925.4067279078,299.4432353355082
25100,20571.775413345167,70183.99259254383,90755.768005889,300.5962671298359
25200,20218.642600845167,70574.65983111039,90793.30243195556,302.26948504271235
25300,20561.798850845167,70290.60935919033,90852.4082100355,301.05290404779316
25400,20569.259788345167,70320.38865101786,90889.64843936302,301.1804480023398
25500,20511.916038345167,70038.2205153259,90550.13655367107,299.9719290059298
25600,20568.275413345167,69938.41238243878,90506.68779578395,299.5444532943492
25700,20261.275413345167,70420.171597654,90681.44701099917,301.6078158418438
25800,20556.900413345167,70394.214806973,90951.11522031817,301.49664356313525
25900,20570.072288345167,70097.16258077219,90667.23486911735,300.2243763831107
26000,20152.439475845167,70552.68310469243,90705.1225805376,302.1753592786892
26100,20266.791038345167,70067.51260503154,90334.30364337671,300.09738628609716
26200,20105.212913345167,70070.14585734718,90175.35877069234,300.10866443923794
26300,20275.751975845167,69791.11441521649,90066.86639106166,298.9135798221048
26400,20402.939475845167,69783.39493553503,90186.3344113802,298.8805174856558
26500,20419.572288345167,69871.86800365802,90291.44029200319,299.2594454012232
26600,20372.853538345167,69946.13671312248,90318.99025146765,299.5775364075182
26700,20027.822288345167,70095.0855292948,90122.90781763996,300.2154804241082
26800,20681.791038345167,69862.76188729261,90544.55292563778,299.2204441348891
26900,20576.431663345167,69707.92275316874,90284.3544165139,298.5572720353269
27000,20208.837913345167,70018.61737960647,90227.45529295164,299.88796927090146
27100,19621.345725845167,70330.3286464565,89951.67437230167,301.22302075167727
27200,20450.283225845167,69554.03918741806,90004.32241326323,297.89819261096545
27300,19876.759788345167,70074.17918859469,89950.93897693985,300.12593909507206
27400,19918.197288345167,70031.94822399039,89950.14551233556,299.94506494060437
27500,19631.509788345167,70131.78795449185,89763.29774283702,300.372675983969
27600,20109.962913345167,69683.5896046462,89793.55251799137,298.45305377496294
27700,19992.337913345167,70303.63555182912,90295.97346517429,301.10869490176844
27800,19981.759788345167,70280.50887346803,90262.2686618132,301.00964392262546
27900,20246.205100845167,69977.95765560633,90224.1627564515,299.7138247002452
28000,19626.845725845167,70837.93153501162,90464.77726085679,303.39707109916634
28100,19794.408225845167,70378.66394741193,90173.0721732571,301.4300396245155
28200,19435.697288345167,70790.26451222645,90225.96180057162,303.1929144448477
28300,20439.525413345167,69703.69139309088,90143.21680643604,298.53914922701546
28400,20623.884788345167,69275.23749672715,89899.12228507231,296.7040920134443
28500,20200.634788345167,69765.41370767541,89966.04849602058,298.80350434101473
28600,19788.837913345167,70032.9454902818,89821.78340362696,299.94933620693524
28700,20258.978538345167,69425.9670984787,89684.94563682386,297.34966308968
28800,20123.369163345167,69860.68991744518,89984.05908079035,299.21156994037926
28900,19728.666038345167,70210.61518560653,89939.2812239517,300.7102910233243
29000,19384.759788345167,70417.36548391939,89802.12527226456,301.59579732761273
29100,19692.994163345167,69927.10652011598,89620.10068346115,299.49603057165444
29200,20154.744163345167,69420.92828168173,89575.6724450269,297.3280819646403
29300,20116.345725845167,69693.83388055023,89810.1796063954,298.4969297498463
29400,19799.197288345167,70193.55724439165,89992.75453273681,300.63723229205664
29500,19839.048850845167,70011.97148378892,89851.02033463409,299.8595050670183
29600,19836.275413345167,69753.6717122565,89589.94712560167,298.75321367128794
29700,19246.931663345167,70082.07663564198,89329.00829898714,300.1597636612528
29800,19876.228538345167,69666.71390168136,89542.94244002653,298.3807755655161
29900,19700.345725845167,69751.89561469946,89452.24134054463,298.74560669032286
30000,19826.548850845167,69458.13163835322,89284.68048919839,297.48742300135046
30100,18815.634788345167,70007.64881240972,88823.28360075489,299.8409911747101
30200,19610.509788345167,69392.94931578008,89003.45910412524,297.2082487605504
30300,19377.978538345167,69680.31346997106,89058.29200831623,298.4390221729184
30400,19949.353538345167,69286.53072834178,89235.88426668695,296.7524606391351
30500,19882.314475845167,69394.94522904465,89277.25970488982,297.21679720663735
30600,20073.744163345167,69441.64719564049,89515.39135898565,297.41682054967845
30700,19166.353538345167,70203.82698943256,89370.18052777773,300.68121735060976
30800,19845.392600845167,69576.01731452922,89421.40991537439,297.9923243741223
30900,19907.072288345167,69432.22705693333,89339.2993452785,297.37647433358825
31000,20470.900413345167,69241.17261441657,89712.07302776174,296.55819298313094
31100,19764.259788345167,69698.68928434467,89462.94907268984,298.5177253216299
31200,19915.939475845167,69507.41847350635,89423.35794935151,297.6985172711177
31300,20693.486350845167,68596.08789714589,89289.57424799106,293.7953114366246
31400,19779.978538345167,69683.72011231165,89463.69865065682,298.4536127359969
31500,19630.025413345167,69953.43288462749,89583.45829797265,299.60878572574205
31600,19466.986350845167,70434.89435359661,89901.88070444178,301.670873033587
31700,20100.962913345167,69750.21866972186,89851.18158306702,298.7384243773505
31800,20291.962913345167,69444.96353533468,89736.92644867985,297.43102434880393
31900,20233.353538345167,69479.66422672314,89713.0177650683,297.5796465333347
32000,19312.478538345167,70161.06584733818,89473.54438568334,300.49807245934653
32100,19503.400413345167,70143.25036400661,89646.65077735178,300.4217691943318
32200,20131.306663345167,69613.72133890819,89745.02800225336,298.1538097579745
32300,19547.494163345167,70026.16066840896,89573.65483175413,299.92027698626725
32400,20353.751975845167,69249.0571496957,89602.80912554087,296.59196224853474
32500,20505.806663345167,69317.76093507325,89823.56759841842,296.88621882555907
32600,20234.783225845167,69942.53729663126,90177.32052247642,299.5621201976228
32700,20133.494163345167,69881.22616652446,90014.72032986963,299.2995261763534
32800,20611.587913345167,69418.80896225455,90030.39687559972,297.31900497307674
32900,19839.369163345167,70272.77021409001,90112.13937743517,300.9764994400206
33000,20403.673850845167,70032.33180845459,90436.00565929976,299.9467078231736
33100,20854.244163345167,69568.71386763989,90422.95803098506,297.96104389561117
33200,20525.439475845167,69774.40851981868,90299.84799566385,298.8420288941774
33300,20078.087913345167,70210.86732617975,90288.95523952492,300.7113709350293
33400,20445.501975845167,69612.15190923377,90057.65388507894,298.1470879303294
33500,20212.611350845167,69853.38063829252,90065.99198913769,299.1802644824317
33600,20540.720725845167,69603.95307780942,90144.67380365459,298.111972542476
33700,20088.025413345167,69919.9858971549,90008.01131050006,299.46553312340916
33800,20987.236350845167,69099.66584618669,90086.90219703186,295.9521230698609
33900,20329.361350845167,69509.48269470269,89838.84404554786,297.70735827835074
34000,20082.916038345167,69576.55471374886,89659.47075209403,297.994626041403
34100,19953.900413345167,69806.845473225,89760.74588657016,298.98095554612223
34200,19735.353538345167,70247.56467108871,89982.91820943388,300.8685447361445
34300,20025.775413345167,69786.95991758024,89812.73533092541,298.89578621368884
34400,20101.486350845167,69617.91660209093,89719.4029529361,298.17177796419617
34500,20058.822288345167,70102.45732533192,90161.27961367709,300.2470536402925
34600,19755.509788345167,70508.37945267884,90263.88924102401,301.9856078564123
34700,19957.728538345167,70256.29077895964,90214.0193173048,300.90591843569734
34800,20372.744163345167,69909.53813749691,90282.28230084208,299.4207856327485
34900,20412.611350845167,69569.23200497963,89981.84335582479,297.9632630647469
35000,20220.455100845167,69973.11666326784,90193.571764113,299.6930908523633
35100,20100.603538345167,70239.58377428446,90340.18731262963,300.834362756763
35200,20376.884788345167,70075.94137575664,90452.8261641018,300.1334864981664
35300,20418.830100845167,69717.32979764836,90136.15989849353,298.59756216917145
35400,19990.361350845167,69956.19301279122,89946.55436363639,299.62060728493486
35500,20104.861350845167,69826.65504454076,89931.51639538593,299.06579943959423
35600,20257.845725845167,69519.93543488625,89777.78116073142,297.75212710047657
35700,20050.322288345167,69709.94648253219,89760.26877087736,298.5659396170626
35800,20185.494163345167,69698.3196538724,89883.81381721757,298.51614220365553
35900,19982.416038345167,69635.18847089307,89617.60450923824,298.2457529419154
36000,20000.384788345167,69575.63408032991,89576.01886867508,297.9906829917287
36100,20349.283225845167,69353.01359646406,89702.29682230923,297.03720508366484
36200,20027.431663345167,69835.83960120007,89863.27126454524,299.1051366637254
36300,19721.423850845167,70322.93709701917,90044.36094786433,301.1913629321789
36400,20239.869163345167,70001.27257236373,90241.1417357089,299.81368189968384
36500,20266.228538345167,70154.18680527317,90420.41534361834,300.4686096959758
36600,19886.720725845167,70225.16157885012,90111.88230469529,300.7725928580833
36700,20477.806663345167,69630.79058974213,90108.5972530873,298.22691692805495
36800,20343.150413345167,69881.60969091998,90224.76010426515,299.30116880164996
36900,20466.080100845167,69913.14874248742,90379.22884333259,299.4362497627037
37000,20503.330100845167,69922.92192950984,90426.25203035501,299.4781080758088
37100,20250.306663345167,70410.03683537699,90660.34349872216,301.56440891105825
37200,20500.791038345167,70174.73710846342,90675.52814680859,300.5566261253522
37300,20568.541038345167,70276.27923734765,90844.82027569282,300.99152849798037
37400,20354.501975845167,70502.24290074827,90856.74487659344,301.9593251595289
37500,20210.369163345167,70795.6474878816,91006.01665122676,303.21596959358203
37600,20413.486350845167,70529.09051275835,90942.57686360352,302.07431280348396
37700,20992.509788345167,69639.51168319047,90632.02147153564,298.26426915096255
37800,20098.353538345167,70440.28227445646,90538.63581280163,301.69394936250814
37900,20617.009788345167,69976.67924460862,90593.68903295379,299.70834929824
38000,20231.236350845167,70514.15262350743,90745.3889743526,302.01033420121644
38100,20756.330100845167,70010.62827094807,90766.95837179324,299.85375212035615
38200,20165.587913345167,70831.31101950642,90996.89893285159,303.3687155985197
38300,21069.994163345167,70096.51691654045,91166.51107988562,300.22161101951843
38400,20801.072288345167,70492.60297310911,91293.67526145428,301.9180375929956
38500,21266.884788345167,70066.26808841666,91333.15287676183,300.09205605287735
38600,20824.689475845167,70747.07736592693,91571.7668417721,303.0079449883366
38700,20557.650413345167,70798.83686115872,91356.48727450389,303.2296295987509
38800,20404.744163345167,71079.518746129,91484.26290947417,304.4317830208689
38900,21292.697288345167,70049.91599692818,91342.61328527334,300.02202045815505
39000,20915.744163345167,70648.06570431776,91563.80986766293,302.5838805431172
39100,21388.900413345167,69932.05756424315,91320.95797758832,299.5172357685668
39200,20418.603538345167,70669.2013051631,91087.80484350826,302.67440378756316
39300,20979.166038345167,69960.85706699238,90940.02310533755,299.6405833112447
39400,20883.775413345167,70134.78266636634,91018.55807971151,300.3855022592683
39500,20830.228538345167,69894.9634668231,90725.19200516827,299.3583626864703
39600,20387.447288345167,70470.9303604099,90858.37764875506,301.82521434034663
