#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
3740200,20545.142600845167,70032.58183956915,90577.72444041431,299.94777870012035
3740300,20674.345725845167,69870.47076190589,90544.81648775106,299.253461050099
3740400,20141.150413345167,70522.03376617422,90663.18417951939,302.0440889361474
3740500,20355.712913345167,70269.65050515183,90625.363418497,300.9631378054554
3740600,20195.392600845167,70396.77407637425,90592.16667721941,301.5076048493228
3740700,20693.939475845167,70146.81790003239,90840.75737587755,300.43704886099914
3740800,20255.181663345167,70281.07062150142,90536.25228484659,301.01204987526035
3740900,20432.861350845167,70447.86011954595,90880.72147039112,301.72640508157804
3741000,20105.986350845167,70676.52474895678,90782.51109980195,302.7057699123105
3741100,20536.587913345167,70095.790650493,90632.37856383817,300.21850044038575
3741200,20653.283225845167,69945.80470374133,90599.0879295865,299.57611441972676
3741300,20175.126975845167,70439.78746595769,90614.91444180286,301.6918301102088
3741400,20390.611350845167,69940.12523029651,90330.73658114168,299.55178937845005
3741500,20413.134788345167,70263.33421882975,90676.46900717492,300.936085310714
3741600,20439.462913345167,69958.84733778937,90398.31025113454,299.63197569184246
3741700,19995.298850845167,70383.32707166765,90378.62592251282,301.45001166789257
3741800,20139.369163345167,70043.2600127284,90182.62917607356,299.99351304598565
3741900,20380.166038345167,69643.24544343585,90023.41148178102,298.28026075176297
3742000,20044.416038345167,69799.77140397765,89844.18744232281,298.9506574862567
3742100,20311.689475845167,69255.25551095419,89566.94498679935,296.6185096732081
3742200,20062.697288345167,69745.87165973522,89808.56894808038,298.71980624340154
3742300,20192.330100845167,69618.21913107648,89810.54923192164,298.1730736881981
3742400,20002.728538345167,70024.80809937837,90027.53663772353,299.9144839672808
3742500,20190.728538345167,69701.42447215877,89892.15301050394,298.5294400619353
3742600,20135.416038345167,69784.25142882811,89919.66746717328,298.8841858247913
3742700,20395.970725845167,69623.9417028139,90019.91242865907,298.1975833183731
3742800,20169.962913345167,69612.03928743041,89782.00220077558,298.14660557399094
3742900,19772.822288345167,70210.62647804408,89983.44876638925,300.7103393885491
3743000,19855.072288345167,69512.40860384831,89367.48089219347,297.7198898733006
3743100,19777.681663345167,69628.03538691718,89405.71705026235,298.21511646396374
3743200,19729.283225845167,69774.82476823556,89504.10799408072,298.8438116756307
3743300,19877.072288345167,69752.89845273644,89629.9707410816,298.74990182029927
3743400,19981.103538345167,69867.0746112275,89848.17814957266,299.23891542254455
3743500,19424.650413345167,70357.01067585032,89781.66108919549,301.33729920947025
3743600,20507.587913345167,69335.99276124593,89843.5806745911,296.9643052764438
3743700,19877.416038345167,69783.73996239435,89661.15600073952,298.8819952269773
3743800,20417.533225845167,69293.26057093078,89710.79379677595,296.78128438491956
3743900,19936.884788345167,69754.98738464969,89691.87217299486,298.7588486629085
3744000,20125.322288345167,69958.3026563566,90083.62494470176,299.62964283502686
3744100,19678.666038345167,70144.48132444406,89823.14736278923,300.4270413667861
3744200,20402.947288345167,69676.93772710557,90079.88501545074,298.42456395151095
3744300,20402.330100845167,69642.22194956912,90044.55205041429,298.2758771533895
3744400,20708.416038345167,69395.69962873822,90104.11566708339,297.2200282814656
3744500,19952.455100845167,70118.44776544534,90070.9028662905,300.3155402913122
3744600,20521.072288345167,69798.12881736131,90319.20110570648,298.9436223292776
3744700,20645.501975845167,69216.87480307417,89862.37677891934,296.45412607101673
3744800,20308.048850845167,69903.20565655362,90211.25450739879,299.39366377685354
3744900,20474.767600845167,69789.1247371787,90263.89233802387,298.90505808133656
3745000,20637.556663345167,69857.8163941335,90495.37305747866,299.1992627126327
3745100,20777.314475845167,69680.31001304195,90457.62448888712,298.43900736697833
3745200,19885.876975845167,70600.74254117906,90486.61951702423,302.38119663097706
3745300,20628.041038345167,70038.18818441406,90666.22922275923,299.9717905334512
3745400,20427.142600845167,70208.80048888572,90635.94308973089,300.70251872311604
3745500,20485.259788345167,70324.7078870092,90809.96767535436,301.1989471809685
3745600,21000.533225845167,70088.91694462975,91089.45017047491,300.18906053183224
3745700,20979.337913345167,70093.606099053,91072.94401239816,300.2091440617592
3745800,20800.205100845167,69961.86030066467,90762.06540150984,299.64488013571724
3745900,21028.330100845167,69596.62615091586,90624.95625176103,298.0805914997
3746000,20800.189475845167,69668.15477141645,90468.34424726162,298.386946774189
3746100,20980.306663345167,70045.85600133985,91026.16266468502,300.00463159962294
3746200,20948.017600845167,69931.37620452745,90879.39380537262,299.5143175221185
3746300,20492.994163345167,70447.0102178707,90940.00438121587,301.722764974175
3746400,20626.447288345167,70566.24867310072,91192.69596144589,302.2334602654583
3746500,21246.994163345167,70183.23625309207,91430.23041643723,300.59302774707237
3746600,20504.666038345167,70668.20469133137,91172.87072967654,302.6701353157006
3746700,21207.189475845167,70227.28504756466,91434.47452340982,300.78168762093986
3746800,20951.744163345167,70302.96686971374,91254.7110330589,301.105830953162
3746900,20503.705100845167,70528.66164436808,91032.36674521325,302.0724759710035
3747000,20551.197288345167,70457.52336328058,91008.72065162574,301.7677925103591
3747100,20669.103538345167,70406.5104971854,91075.61403553057,301.54930569367383
3747200,20650.728538345167,70172.27437815838,90823.00291650355,300.5460783136746
3747300,20838.806663345167,70487.01279642433,91325.8194597695,301.89409500748616
3747400,20545.947288345167,70464.8366110581,91010.78389940326,301.7991149658267
3747500,20308.759788345167,70666.59749405552,90975.35728240068,302.6632517303727
3747600,20776.853538345167,69627.72689239134,90404.5804307365,298.21379518970343
3747700,19989.751975845167,70486.69111130026,90476.44308714542,301.89271723822685
3747800,20299.853538345167,69972.15366569837,90272.00720404353,299.6889663581027
3747900,20180.072288345167,70083.85163331334,90263.92392165851,300.1673659314353
3748000,21168.228538345167,69259.60850758059,90427.83704592576,296.63715344778393
3748100,20181.416038345167,70087.41388581553,90268.8299241607,300.1826229689046
3748200,20614.517600845167,69663.81000976148,90278.32761060665,298.36833826978784
3748300,20040.267600845167,70232.97162055038,90273.23922139555,300.8060430693709
3748400,20489.681663345167,69901.69746262813,90391.3791259733,299.3872042203741
3748500,19757.166038345167,70554.73424525482,90311.90028359999,302.18414426189736
3748600,19978.916038345167,70056.33821909805,90035.25425744322,300.0495266734562
3748700,19476.978538345167,70606.40411584638,90083.38265419155,302.4054450122419
3748800,19769.181663345167,70343.22610019427,90112.40776353944,301.27826022019195
3748900,19886.837913345167,70262.48915550392,90149.32706884909,300.9324659258393
3749000,20900.033225845167,69253.37925153365,90153.41247737882,296.6104737015122
3749100,20667.587913345167,69463.37316431338,90130.96107765855,297.5098723246147
3749200,20430.822288345167,69860.41242785333,90291.2347161985,299.2103814594679
3749300,19879.220725845167,70292.75512013165,90171.97584597682,301.0620942876938
3749400,20530.869163345167,69706.10319469124,90236.97235803641,298.5494789123375
3749500,20173.580100845167,69980.88051573443,90154.4606165796,299.72634323633
3749600,20413.369163345167,69952.77760931785,90366.14677266302,299.6059791981459
3749700,20374.470725845167,69783.19290832011,90157.66363416528,298.8796522081983
3749800,20790.689475845167,69159.36835024483,89950.05782609,296.2078273864045
3749900,20368.759788345167,69769.17871292448,90137.93850126964,298.8196297633765
3750000,20217.798850845167,70016.90356663318,90234.70241747834,299.880629053235
3750100,19684.798850845167,70553.58194880118,90238.38079964634,302.1792090052983
3750200,20188.025413345167,69915.48577745748,90103.51119080264,299.4462592244371
3750300,19739.517600845167,70331.75724083162,90071.27484167679,301.22913938529354
3750400,21119.798850845167,69173.09237948968,90292.89123033485,296.26660705693325
3750500,19808.822288345167,70271.0711345193,90079.89342286446,300.9692223251452
3750600,20617.150413345167,69618.34654014581,90235.49695349098,298.17361937802315
3750700,19960.244163345167,70418.93235942023,90379.1765227654,301.60250821579695
3750800,21159.017600845167,69202.06686759368,90361.08446843884,296.39070405746475
3750900,20261.494163345167,70233.35517136473,90494.8493347099,300.80768580781864
3751000,20404.697288345167,69849.89483214542,90254.59212049059,299.16533486276984
3751100,20412.697288345167,69495.10372749064,89907.80101583581,297.6457735250549
3751200,20328.744163345167,69728.07824630267,90056.82240964784,298.6435975032067
3751300,20108.087913345167,69862.54389061127,89970.63180395644,299.2195104606104
3751400,20270.462913345167,69882.83699170733,90153.2999050525,299.3064252999154
3751500,20447.228538345167,69964.47833411291,90411.70687245807,299.65609310683345
3751600,20226.517600845167,70167.48738116864,90394.00498201381,300.5255757265074
3751700,20488.994163345167,69935.9496961371,90424.94385948227,299.53390567113695
3751800,19887.642600845167,70465.72380650789,90353.36640735305,301.8029148015238
3751900,20251.119163345167,70038.89007241651,90290.00923576168,299.974796702033
3752000,20162.369163345167,69791.10640226945,89953.47556561462,298.913545502855
3752100,19811.337913345167,70104.13229763636,89915.47021098153,300.2542275043555
3752200,20370.869163345167,69448.86811307562,89819.73727642078,297.44774755662223
3752300,19592.548850845167,70301.23079965054,89893.77965049571,301.0983954089418
3752400,20519.400413345167,69365.46953460784,89884.869947953,297.09055355204504
3752500,20284.025413345167,69496.24085294036,89780.26626628553,297.65064380462746
3752600,20212.142600845167,69809.30410285085,90021.44670369601,298.99148579469437
3752700,19956.158225845167,70120.56133349938,90076.71955934455,300.32459264989006
3752800,20921.728538345167,69480.14243106265,90401.87096940781,297.58169467043933
3752900,21141.025413345167,69283.03616343159,90424.06157677676,296.73749350591225
3753000,20427.150413345167,69794.33228896139,90221.48270230656,298.9273618940571
3753100,20085.142600845167,70055.92114242399,90141.06374326916,300.0477403445983
3753200,20418.158225845167,70072.76259818068,90490.92082402584,300.11987187411796
3753300,20637.197288345167,69533.14665878844,90170.3439471336,297.8087104386783
3753400,20402.712913345167,69917.722412361,90320.43532570617,299.4558386752221
3753500,19854.353538345167,70367.536177848,90221.88971619317,301.38237966860765
3753600,20102.197288345167,70253.29165331088,90355.48894165605,300.89307325631427
3753700,20325.783225845167,70043.10542920954,90368.8886550547,299.9928509686799
3753800,20453.103538345167,69750.65755398152,90203.76109232669,298.74030410754654
3753900,20543.033225845167,69726.05771891208,90269.09094475725,298.63494363543987
3754000,20749.244163345167,69713.34170730552,90462.58587065068,298.58048127898905
3754100,20071.923850845167,70218.46207169048,90290.38592253564,300.7438990381764
3754200,20396.798850845167,70199.11784751061,90595.91669835578,300.66104821473084
3754300,20672.439475845167,69955.54721997771,90627.98669582288,299.61784137063006
3754400,20396.408225845167,70521.64340756927,90918.05163341443,302.04241704010445
3754500,20487.126975845167,70142.29547661194,90629.4224524571,300.41767943574484
3754600,20513.212913345167,70107.12507918454,90620.3379925297,300.2670455121161
3754700,20060.650413345167,70583.56418668246,90644.21460002763,302.3076221726659
3754800,19959.759788345167,70501.24095882001,90461.00074716518,301.95503386756343
3754900,20604.525413345167,69502.41455936921,90106.93997271438,297.67708563328836
3755000,20243.587913345167,69882.35161201516,90125.93952536033,299.3043464309566
3755100,20300.681663345167,69582.9104812541,89883.59214459927,298.02184763305445
3755200,20306.009788345167,69696.96092564659,90002.97071399176,298.51032280499163
3755300,20333.392600845167,69844.4641664481,90177.85676729327,299.14207545878975
3755400,20273.150413345167,70207.96877417667,90481.11918752184,300.69895651002975
3755500,20566.478538345167,69757.04232707433,90323.5208654195,298.7676499293967
3755600,20809.587913345167,69491.40482897777,90300.99274232294,297.6299312361741
3755700,19660.244163345167,70427.72317557898,90087.96733892415,301.64015905931177
3755800,19837.416038345167,70423.04371665698,90260.45975500214,301.6201170549717
3755900,20362.142600845167,69697.52088831388,90059.66348915905,298.51272111094863
3756000,20577.861350845167,69461.08693932276,90038.94829016793,297.50008048073965
3756100,20378.791038345167,69541.16379799217,89919.95483633733,297.8430476433411
3756200,20002.017600845167,70006.92575337086,90008.94335421603,299.83789433111417
3756300,20967.306663345167,69263.75940641575,90231.06606976091,296.6549316426256
3756400,20689.064475845167,69716.11434094701,90405.17881679218,298.5923563988272
3756500,20280.541038345167,69994.83247651579,90275.37351486096,299.78609913187114
3756600,20026.275413345167,70059.4359959765,90085.71140932167,300.06279437356363
3756700,20606.619163345167,69524.28032316011,90130.89948650528,297.77073614718324
3756800,20163.806663345167,69921.6706905542,90085.47735389936,299.47274905097333
3756900,19973.736350845167,70045.13624157404,90018.87259241921,300.0015488867302
3757000,20470.158225845167,69628.32157347817,90098.47979932334,298.21634219377415
3757100,20503.931663345167,69413.08870171243,89917.0203650576,297.2945052416928
3757200,20168.416038345167,69985.34522601077,90153.76126435594,299.7454654776462
3757300,20512.861350845167,69611.67191622825,90124.53326707342,298.1450321324134
3757400,20465.080100845167,69791.07799014257,90256.15809098774,298.91342381443343
3757500,20055.119163345167,70202.2315437193,90257.35070706447,300.67438409692755
3757600,20788.009788345167,69359.27402723534,90147.28381558051,297.0640183504933
3757700,20819.556663345167,69389.47440787381,90209.03107121898,297.1933658177787
3757800,20613.447288345167,69692.57921764487,90306.02650599004,298.4915560603207
3757900,20460.705100845167,69905.17382972827,90365.87893057344,299.4020934128363
3758000,20564.728538345167,69799.15069529728,90363.87923364245,298.94799900666044
3758100,20327.072288345167,69667.5399490965,89994.61223744167,298.3843135057257
3758200,19935.291038345167,69967.81797636952,89903.10901471469,299.67039671024503
3758300,20316.166038345167,69751.66942789708,90067.83546624225,298.7446379379627
3758400,20248.244163345167,69906.24528337969,90154.48944672485,299.40668242175576
3758500,20638.587913345167,69456.16186108114,90094.74977442631,297.4789864950591
3758600,20268.900413345167,70060.25019345526,90329.15060680042,300.0662815607951
3758700,20226.408225845167,69665.1523142301,89891.56054007527,298.3740873259147
3758800,20805.025413345167,69044.0572116042,89849.08262494937,295.713952692853
3758900,20098.697288345167,69886.03087498632,89984.72816333149,299.3201046213083
3759000,20108.580100845167,70012.24103016732,90120.82113101249,299.8606595273471
3759100,20085.142600845167,70123.49745678809,90208.64005763325,300.33716799175664
3759200,19975.416038345167,70205.5309127504,90180.94695109557,300.6885152111318
3759300,21333.603538345167,68938.94366971916,90272.54720806432,295.26375404857134
3759400,20232.806663345167,69970.151619073,90202.95828241817,299.68039164298636
3759500,19953.142600845167,70362.0472613856,90315.18986223076,301.3588707780724
3759600,20536.197288345167,69368.53664514725,89904.73393349242,297.1036899089972
3759700,20317.587913345167,69535.20341437124,89852.7913277164,297.81751947087713
3759800,20363.103538345167,69420.6813020662,89783.78484041136,297.32702415718677
3759900,20103.900413345167,69548.44156950526,89652.34198285043,297.8742181548644
3760000,20018.744163345167,69674.19964337442,89692.94380671959,298.412836808066
3760100,19965.509788345167,69703.2973720578,89668.80716040297,298.5374616448854
3760200,19634.423850845167,70080.07078422257,89714.49463506773,300.15117265029966
3760300,19840.275413345167,69714.11945387232,89554.39486721749,298.58381234788556
3760400,20145.384788345167,69315.06458699051,89460.44937533568,296.87467043484185
3760500,20204.017600845167,69209.34022386395,89413.35782470912,296.4218556586147
3760600,20120.173850845167,69436.32521187922,89556.49906272438,297.39402662768475
3760700,19788.689475845167,69804.98664852069,89593.67612436585,298.9729942468755
3760800,20016.119163345167,69564.67157928739,89580.79074263255,297.94373087672267
3760900,19477.626975845167,70063.7805976801,89541.40757352527,300.0814021928972
3761000,19897.119163345167,69605.94792041462,89503.06708375979,298.12051640295596
3761100,20150.509788345167,69281.76760597364,89432.27739431881,296.7320603063689
3761200,20044.291038345167,69333.07470089104,89377.36573923621,296.9518072976662
3761300,19857.791038345167,69267.74972809665,89125.54076644182,296.6720220895726
3761400,19689.884788345167,69214.76378730871,88904.64857565388,296.4450846438264
3761500,19794.869163345167,69397.29760435259,89192.16676769775,297.2268723706503
3761600,19975.611350845167,69237.74086621264,89213.3522170578,296.54349489227394
3761700,19580.775413345167,69868.28298238944,89449.05839573461,299.24409084570266
3761800,20278.923850845167,68950.44676206913,89229.3706129143,295.3130215024895
3761900,20041.892600845167,69415.69255011645,89457.58515096162,297.30565745862293
3762000,19617.517600845167,69990.56461340166,89608.08221424682,299.76781998197754
3762100,20624.322288345167,68974.34462185297,89598.66691019814,295.4153754321829
3762200,19800.001975845167,69694.02260934829,89494.02458519346,298.49773807052026
3762300,19629.759788345167,69745.45925698848,89375.21904533365,298.7180399328563
3762400,20343.361350845167,69089.83915253822,89433.20050338338,295.91003558922824
3762500,19970.955100845167,69331.0590447709,89302.01414561606,296.94317429342766
3762600,20550.345725845167,68848.33670811728,89398.68243396244,294.8756867211449
3762700,20496.533225845167,69027.17046329333,89523.70368913849,295.6416271764681
3762800,20351.291038345167,69453.7750767566,89805.06611510177,297.4687639580973
3762900,20227.509788345167,69651.72957078787,89879.23935913303,298.31659805486674
3763000,20764.525413345167,69322.89674657164,90087.42215991681,296.9082153764544
3763100,20234.939475845167,69796.02633324126,90030.96580908642,298.9346174429091
3763200,20660.525413345167,69132.44086346193,89792.9662768071,296.0924976408154
3763300,19778.814475845167,70163.1415111022,89941.95598694737,300.5069624748078
3763400,20106.994163345167,70027.06551945268,90134.05968279784,299.9241524404271
3763500,20210.087913345167,70042.12221044023,90252.2101237854,299.98863986753116
3763600,21000.728538345167,69081.69331677165,90082.42185511682,295.87514718043826
3763700,20355.322288345167,69879.75630242284,90235.07859076801,299.29323078554114
3763800,20461.056663345167,69720.1706338597,90181.22729720487,298.60972939889314
3763900,20603.666038345167,69656.28469702619,90259.95073537136,298.33610754546373
3764000,19795.931663345167,70243.13320198178,90039.06486532695,300.84956486591716
3764100,20308.369163345167,69619.7533048084,89928.12246815357,298.17964451553223
3764200,20826.705100845167,69060.50374001916,89887.20884086433,295.78439275854555
3764300,20530.751975845167,69471.44043151406,90002.19240735922,297.544424226222
3764400,20628.603538345167,69538.8714803136,90167.47501865876,297.8332297046374
3764500,20696.345725845167,69491.22555277881,90187.57127862397,297.6291634007432
3764600,20717.220725845167,69668.76637238532,90385.98709823049,298.3895662456871
3764700,20679.244163345167,69843.15606731619,90522.40023066135,299.1364729032559
3764800,20518.712913345167,70004.56049182964,90523.27340517481,299.82776397568966
3764900,20737.275413345167,69726.95027477108,90464.22568811625,298.63876642963425
3765000,20228.962913345167,70038.53661591443,90267.4995292596,299.97328285676446
3765100,20208.728538345167,70300.67987457756,90509.40841292273,301.0960358107729
3765200,20397.822288345167,70129.72860582685,90527.55089417202,300.36385584566455
3765300,20865.759788345167,69777.73016040702,90643.48994875219,298.8562553968986
3765400,20981.603538345167,69905.95412082551,90887.55765917068,299.4054353798923
3765500,20302.548850845167,70448.09640746284,90750.64525830801,301.7274170967564
3765600,20690.837913345167,70107.76871520467,90798.60662854984,300.26980218892936
3765700,21007.595725845167,70191.5441743317,91199.13990017687,300.62861036384857
3765800,20785.666038345167,70638.0649291086,91423.73096745377,302.5410474755582
3765900,21483.541038345167,69878.08789554425,91361.62893388941,299.2860850410312
3766000,20685.634788345167,70852.48436088022,91538.11914922539,303.45940048469566
3766100,20861.259788345167,70596.64818119549,91457.90796954065,302.3636605906082
3766200,20377.806663345167,71055.2378944233,91433.04455776847,304.32778874645027
3766300,20883.556663345167,70176.00702918228,91059.56369252744,300.5620651637074
3766400,20486.416038345167,70506.63453744724,90993.05057579241,301.97813442855926
3766500,20523.197288345167,70267.65748923854,90790.8547775837,300.9546017686508
3766600,20141.244163345167,70498.13050555997,90639.37466890513,301.94171187483386
3766700,20307.103538345167,70357.73209004244,90664.8356283876,301.34038900822907
3766800,20323.744163345167,70422.0067954245,90745.75095876967,301.61567594753
3766900,20319.564475845167,70369.3216474303,90688.88612327547,301.3900267897202
3767000,20901.892600845167,69633.93589438187,90535.82849522703,298.2403881883632
3767100,20531.330100845167,70248.97390787187,90780.30400871704,300.8745804616835
3767200,20631.720725845167,70438.7219510493,91070.44267689447,301.6872665367756
3767300,20796.072288345167,70370.34545425,91166.41774259516,301.39441172846324
3767400,20784.837913345167,70452.82978958217,91237.66770292734,301.7476900527883
3767500,20879.916038345167,70761.67473399593,91641.5907723411,303.0704651469849
3767600,21224.650413345167,70692.59261066932,91917.24302401449,302.77458815808325
3767700,20915.244163345167,71053.81920176186,91969.06336510702,304.32171252162345
3767800,20919.783225845167,71014.29250779073,91934.0757336359,304.15242068995633
3767900,21223.369163345167,70932.23706785147,92155.60623119664,303.8009793137634
3768000,21302.197288345167,70670.136311159,91972.33359950417,302.67840839462144
3768100,20872.931663345167,71091.46190903476,91964.39357237992,304.4829352858595
3768200,20787.009788345167,70951.73003102746,91738.73981937263,303.8844671825716
3768300,20766.744163345167,70590.10396954766,91356.84813289283,302.335631897455
3768400,21084.212913345167,69875.22586474055,90959.43877808572,299.27382703540593
3768500,20612.025413345167,70489.64668969042,91101.67210303558,301.9053759058015
3768600,20621.580100845167,70323.78061191365,90945.36071275882,301.1949756851612
3768700,20818.400413345167,70409.88976140087,91228.29017474604,301.5637789969342
3768800,21359.767600845167,69984.80116280029,91344.56876364545,299.743135268661
3768900,20526.423850845167,70793.44818694238,91319.87203778754,303.20655004322293
3769000,20869.291038345167,70190.7304328056,91060.02147115077,300.62512512945085
3769100,20523.236350845167,70337.8128284365,90861.04917928166,301.25507531401547
3769200,20876.431663345167,69695.57743539917,90572.00909874434,298.5043973512147
3769300,20607.384788345167,70018.16204492305,90625.54683326822,299.88601908395606
3769400,20531.603538345167,70488.16198867373,91019.7655270189,301.8990169688569
3769500,20474.697288345167,70481.46445589466,90956.16174423983,301.8703316051721
3769600,20335.603538345167,70478.38103217399,90813.98457051915,301.85712537927674
3769700,20861.673850845167,69823.31762450968,90684.99147535485,299.05150535391846
3769800,20104.087913345167,70282.073450433,90386.16136377817,301.0163449662386
3769900,20407.486350845167,70106.20079898532,90513.68714983048,300.263086843374
3770000,20709.306663345167,69868.4278606791,90577.73452402427,299.24471135575703
3770100,20859.470725845167,69541.23061553546,90400.70134138063,297.84333382119087
3770200,20327.603538345167,69729.75591612374,90057.35945446891,298.65078292066534
3770300,19926.611350845167,70008.39189006994,89935.0032409151,299.8441737575555
3770400,20569.259788345167,69616.87899382412,90186.13878216929,298.16733391420377
3770500,20413.837913345167,69988.42645207176,90402.26436541692,299.75866229102064
3770600,20502.322288345167,69984.4232970262,90486.74558537136,299.74151687909705
3770700,20522.962913345167,70309.90432248195,90832.86723582711,301.1355438880989
3770800,20736.173850845167,70047.2167691146,90783.39061995977,300.01045973362346
3770900,19899.658225845167,70905.07432701718,90804.73255286235,303.68464198101566
3771000,20857.673850845167,70197.99694009975,91055.67079094492,300.656247396609
3771100,21182.744163345167,69900.4033746426,91083.14753798777,299.38166167422617
3771200,21596.337913345167,69456.78509865468,91053.12301199985,297.48165580584094
3771300,20016.166038345167,70874.80061780458,90890.96665614974,303.5549804492998
3771400,20580.392600845167,70220.40953006782,90800.80213091298,300.75223995320556
3771500,20526.056663345167,70423.71571096056,90949.77237430573,301.6229951895965
3771600,20737.369163345167,69926.79310114402,90664.16226448919,299.4946882061158
3771700,20484.056663345167,70334.9643769589,90819.02104030407,301.2428754683009
3771800,20688.337913345167,70082.27320588939,90770.61111923456,300.1606055666562
3771900,20889.791038345167,69707.24431589898,90597.03535424414,298.5543663056407
3772000,20125.916038345167,70442.73671105225,90568.65274939741,301.70446165243845
3772100,20284.853538345167,70507.57031044434,90792.4238487895,301.98214232066425
3772200,20795.033225845167,69949.67984823976,90744.71307408492,299.592711565711
3772300,20651.220725845167,70039.2398096039,90690.46053544906,299.9762946175708
3772400,20598.353538345167,70220.93893488805,90819.29247323322,300.7545073806756
3772500,20855.173850845167,69924.21919506136,90779.39304590653,299.4836642313915
3772600,20264.525413345167,70507.16334489314,90771.6887582383,301.9803992974901
3772700,21066.251975845167,69753.21273410972,90819.46470995489,298.751247879481
3772800,20660.845725845167,70364.69761923281,91025.54334507798,301.3702221937728
3772900,20840.681663345167,70059.66991832224,90900.3515816674,300.0637962570606
3773000,20549.744163345167,70196.65222254489,90746.39638589005,300.6504880052948
3773100,20461.345725845167,70078.71168470522,90540.05741055039,300.1453516614035
3773200,20542.658225845167,70231.41015930427,90774.06838514944,300.799355370303
3773300,21214.853538345167,69942.74645349616,91157.59999184133,299.56301601119094
3773400,20747.947288345167,70511.33500992373,91259.2822982689,301.99826643342226
3773500,20374.947288345167,70837.83206489356,91212.77935323873,303.39664507116373
3773600,20800.291038345167,70132.56809575157,90932.85913409674,300.37601730927463
3773700,20591.048850845167,70174.17849550536,90765.22734635053,300.55423360016573
3773800,20624.298850845167,70305.25919108489,90929.55804193005,301.1156489076809
3773900,20498.455100845167,70512.29908452136,91010.75418536653,302.00239554056736
3774000,21159.134788345167,69502.63224052778,90661.76702887294,297.67801795619096
3774100,20211.892600845167,70479.7640283769,90691.65662922207,301.86304871707347
3774200,21268.494163345167,69795.04875171161,91063.54291505678,298.9304304859154
3774300,20506.572288345167,70473.23202200513,90979.8043103503,301.8350722988093
3774400,20481.751975845167,70342.60925486148,90824.36123070665,301.2756182872157
3774500,20411.994163345167,70164.53438602365,90576.52854936881,300.51292812290643
3774600,20683.416038345167,69991.36700786604,90674.7830462112,299.7712566171966
3774700,20738.994163345167,69815.01116959425,90554.00533293941,299.0159290173717
3774800,20122.041038345167,70376.32636602223,90498.3674043674,301.42002782248056
3774900,20728.353538345167,69795.45999058802,90523.81352893318,298.9321918116334
3775000,20957.056663345167,69902.24897998286,90859.30564332803,299.3895663552707
3775100,21002.994163345167,69745.54421757208,90748.53838091725,298.71840381688935
3775200,20236.423850845167,70460.95622618124,90697.3800770264,301.782495375434
3775300,20313.134788345167,70349.54228719161,90662.67707553678,301.305312289528
3775400,20262.744163345167,70595.94618176296,90858.69034510813,302.3606539447742
3775500,20907.267600845167,70114.14235285297,91021.40995369814,300.297100317952
3775600,20491.572288345167,70481.56297392864,90973.1352622738,301.87075355542265
3775700,21111.611350845167,69975.29592904262,91086.90727988779,299.70242459261925
3775800,20321.416038345167,70957.14099497162,91278.55703331679,303.9076422044406
3775900,21064.517600845167,70071.77005341882,91136.28765426399,300.11562082997875
3776000,21260.712913345167,69695.05184066703,90955.7647540122,298.5021462422557
3776100,20808.634788345167,69715.68960507959,90524.32439342476,298.5905372658376
3776200,20162.947288345167,70544.4952770127,90707.44256535787,302.14029101959596
3776300,20894.408225845167,69802.37903396739,90696.78725981255,298.961825899623
3776400,20228.275413345167,70645.06062085787,90873.33603420304,302.57100984657956
3776500,21047.306663345167,69819.97166715199,90867.27833049715,299.03717470308845
3776600,20193.259788345167,70725.25710386736,90918.51689221253,302.9144893572074
3776700,21127.197288345167,69568.82780198287,90696.02509032804,297.9615318735237
3776800,20697.509788345167,70120.36860086373,90817.8783892089,300.3237671808808
3776900,20720.181663345167,70256.13104865025,90976.31271199542,300.90523431481773
3777000,21133.712913345167,69841.77742532315,90975.49033866831,299.13056821442996
3777100,21255.884788345167,69670.28931941232,90926.17410775748,298.3960889893276
3777200,21505.978538345167,69497.98287597834,91003.96141432351,297.6581048452883
3777300,21301.517600845167,70008.05074870924,91309.5683495544,299.84271265772634
3777400,21434.642600845167,69841.65509666695,91276.29769751211,299.13004428388604
3777500,20807.212913345167,70832.60554237384,91639.81845571901,303.37426000725577
3777600,20781.564475845167,70589.8871382589,91371.45161410407,302.33470321452336
3777700,21164.439475845167,70357.67658472992,91522.11606057509,301.3401512803779
3777800,21584.298850845167,69989.35635689297,91573.65520773813,299.7626450498765
3777900,20843.728538345167,70482.4076448325,91326.13618317767,301.874371259564
3778000,20961.791038345167,70568.38909601886,91530.18013436403,302.2426276427405
3778100,21123.361350845167,70397.75617442839,91521.11752527356,301.5118111504767
3778200,21484.900413345167,70293.28267807188,91778.18309141704,301.0643538050235
3778300,21607.712913345167,70284.19663042482,91891.90954376999,301.0254384925031
3778400,21097.728538345167,71101.9545608852,92199.68309923037,304.5278750486463
3778500,21275.103538345167,70600.62526120571,91875.72879955088,302.3806943238142
3778600,21406.119163345167,70948.16921600094,92354.28837934611,303.8692163017742
3778700,21587.150413345167,70823.12699443474,92410.27740777991,303.3336636259008
3778800,21172.431663345167,70956.15385228535,92128.58551563052,303.9034142972547
3778900,21017.197288345167,71065.25418069231,92082.45146903748,304.3706882474867
